Scientific name,Common name,Coverage,URL
Verbascum levanticum,,Basic,http://www.cabi.org/isc/datasheet/117778
Verbascum lychnitis,,Basic,http://www.cabi.org/isc/datasheet/117779
Verbascum niveum,,Basic,http://www.cabi.org/isc/datasheet/117781
Verbascum orientale,,Basic,http://www.cabi.org/isc/datasheet/117782
Verbascum phlomoides,,Basic,http://www.cabi.org/isc/datasheet/117783
Verbascum phoeniceum,,Basic,http://www.cabi.org/isc/datasheet/117784
Verbascum pulverulentum,,Basic,http://www.cabi.org/isc/datasheet/117785
Verbascum sinuatum,,Basic,http://www.cabi.org/isc/datasheet/117786
Verbascum speciosum,,Basic,http://www.cabi.org/isc/datasheet/117787
Verbascum virgatum,,Basic,http://www.cabi.org/isc/datasheet/117788
Verbena bracteata,,Basic,http://www.cabi.org/isc/datasheet/117789
Verbena canadensis,,Basic,http://www.cabi.org/isc/datasheet/117791
Verbena halei,,Basic,http://www.cabi.org/isc/datasheet/117792
Verbena hastata,,Basic,http://www.cabi.org/isc/datasheet/117793
Verbena peruviana,,Basic,http://www.cabi.org/isc/datasheet/117795
Verbena rigida,,Basic,http://www.cabi.org/isc/datasheet/117796
Verbena supina,,Basic,http://www.cabi.org/isc/datasheet/117797
Verbena urticifolia,,Basic,http://www.cabi.org/isc/datasheet/117798
Verbesina alternifolia,,Basic,http://www.cabi.org/isc/datasheet/117799
Verbesina occidentalis,,Basic,http://www.cabi.org/isc/datasheet/117800
Veronica acinifolia,,Basic,http://www.cabi.org/isc/datasheet/117802
Veronica anagallis-aquatica,blue water speedwell,Basic,http://www.cabi.org/isc/datasheet/117803
Veronica austriaca,,Basic,http://www.cabi.org/isc/datasheet/117804
Veronica beccabunga,European speedwell,Basic,http://www.cabi.org/isc/datasheet/117805
Veronica biloba,twolobe speedwell,Basic,http://www.cabi.org/isc/datasheet/117806
Veronica bornmuelleri,,Basic,http://www.cabi.org/isc/datasheet/117807
Veronica campylopoda,,Basic,http://www.cabi.org/isc/datasheet/117808
Veronica cardiocarpa,,Basic,http://www.cabi.org/isc/datasheet/117809
Veronica catenata,,Basic,http://www.cabi.org/isc/datasheet/117810
Veronica ceratocarpa,,Basic,http://www.cabi.org/isc/datasheet/117811
Veronica chamaedrys,,Basic,http://www.cabi.org/isc/datasheet/117812
Veronica crista-galli,,Basic,http://www.cabi.org/isc/datasheet/117813
Veronica cymbalaria,,Basic,http://www.cabi.org/isc/datasheet/117814
Veronica filiformis,,Basic,http://www.cabi.org/isc/datasheet/117815
Veronica fruticans,,Basic,http://www.cabi.org/isc/datasheet/117816
Veronica fruticulosa,,Basic,http://www.cabi.org/isc/datasheet/117817
Veronica gentianoides,,Basic,http://www.cabi.org/isc/datasheet/117818
Veronica glauca,,Basic,http://www.cabi.org/isc/datasheet/117819
Veronica longifolia,,Basic,http://www.cabi.org/isc/datasheet/117820
Veronica officinalis,,Basic,http://www.cabi.org/isc/datasheet/117821
Veronica opaca,,Basic,http://www.cabi.org/isc/datasheet/117822
Veronica polita,,Basic,http://www.cabi.org/isc/datasheet/117823
Veronica prostrata,,Basic,http://www.cabi.org/isc/datasheet/117825
Veronica repens,,Basic,http://www.cabi.org/isc/datasheet/117826
Veronica serpyllifolia,thymeleaf speedwell,Basic,http://www.cabi.org/isc/datasheet/117827
Veronica triphyllos,,Basic,http://www.cabi.org/isc/datasheet/117828
Veronica verna,,Basic,http://www.cabi.org/isc/datasheet/117829
Vicia assyriaca,,Basic,http://www.cabi.org/isc/datasheet/117834
Vicia bithynica,,Basic,http://www.cabi.org/isc/datasheet/117835
Vicia ciliatula,,Basic,http://www.cabi.org/isc/datasheet/117836
Vicia hybrida,,Basic,http://www.cabi.org/isc/datasheet/117839
Vicia johannis,,Basic,http://www.cabi.org/isc/datasheet/117840
Vicia leucantha,,Basic,http://www.cabi.org/isc/datasheet/117841
Vicia lutea,,Basic,http://www.cabi.org/isc/datasheet/117842
Vicia melanops,,Basic,http://www.cabi.org/isc/datasheet/117843
Vicia onobrychioides,,Basic,http://www.cabi.org/isc/datasheet/117844
Vicia parviflora,,Basic,http://www.cabi.org/isc/datasheet/117845
Vicia peregrina,,Basic,http://www.cabi.org/isc/datasheet/117846
Vicia pisiformis,,Basic,http://www.cabi.org/isc/datasheet/117847
Vicia sepium,,Basic,http://www.cabi.org/isc/datasheet/117848
Vicia serratifolia,,Basic,http://www.cabi.org/isc/datasheet/117849
Vicia sicula,,Basic,http://www.cabi.org/isc/datasheet/117850
Vicia sylvatica,,Basic,http://www.cabi.org/isc/datasheet/117851
Vicia tenuifolia,,Basic,http://www.cabi.org/isc/datasheet/117852
Vinca difformis,,Basic,http://www.cabi.org/isc/datasheet/117854
Viola canadensis,,Basic,http://www.cabi.org/isc/datasheet/117855
Viola curtisii,,Basic,http://www.cabi.org/isc/datasheet/117856
Viola hirta,,Basic,http://www.cabi.org/isc/datasheet/117857
Viola jooi,,Basic,http://www.cabi.org/isc/datasheet/117858
Viola obliqua,,Basic,http://www.cabi.org/isc/datasheet/117859
Viola selkirkii,,Basic,http://www.cabi.org/isc/datasheet/117860
Viola sororia,,Basic,http://www.cabi.org/isc/datasheet/117861
Viola suavis,,Basic,http://www.cabi.org/isc/datasheet/117862
Vitis cinerea,,Basic,http://www.cabi.org/isc/datasheet/117863
Vulpia alopecuros,,Basic,http://www.cabi.org/isc/datasheet/117872
Vulpia ciliata,,Basic,http://www.cabi.org/isc/datasheet/117874
Vulpia delicatula,,Basic,http://www.cabi.org/isc/datasheet/117875
Vulpia eriolepis,,Basic,http://www.cabi.org/isc/datasheet/117876
Vulpia geniculata,,Basic,http://www.cabi.org/isc/datasheet/117877
Vulpia ligustica,,Basic,http://www.cabi.org/isc/datasheet/117878
Vulpia muralis,,Basic,http://www.cabi.org/isc/datasheet/117879
Vulpia octoflora,,Basic,http://www.cabi.org/isc/datasheet/117881
Vulpia unilateralis,,Basic,http://www.cabi.org/isc/datasheet/117882
Waldsteinia geoides,,Basic,http://www.cabi.org/isc/datasheet/117886
Waldsteinia ternata,,Basic,http://www.cabi.org/isc/datasheet/117887
Waldsteinia trifolia,,Basic,http://www.cabi.org/isc/datasheet/117888
Waltheria indica,,Basic,http://www.cabi.org/isc/datasheet/117889
Waterhousea floribunda,,Basic,http://www.cabi.org/isc/datasheet/117890
Watsonia borbonica,cape bugle lily,Basic,http://www.cabi.org/isc/datasheet/117891
Watsonia meriana,bulbil bugle lily,Basic,http://www.cabi.org/isc/datasheet/117892
Wigandia caracasana,,Basic,http://www.cabi.org/isc/datasheet/117894
Xanthium albinum,,Basic,http://www.cabi.org/isc/datasheet/117896
Xanthium ambrosioides,,Basic,http://www.cabi.org/isc/datasheet/117897
Xanthium ripicola,,Basic,http://www.cabi.org/isc/datasheet/117898
Xanthium saccharatum,,Basic,http://www.cabi.org/isc/datasheet/117899
Xanthoceras sorbifolia,,Basic,http://www.cabi.org/isc/datasheet/117900
Xanthocyparis nootkatensis,,Basic,http://www.cabi.org/isc/datasheet/117901
Xanthoxalis dillenii,,Basic,http://www.cabi.org/isc/datasheet/117903
Xanthoxalis fontana,,Basic,http://www.cabi.org/isc/datasheet/117904
Xanthoxalis stricta,,Basic,http://www.cabi.org/isc/datasheet/117905
Xeranthemum annuum,,Basic,http://www.cabi.org/isc/datasheet/117907
Xeranthemum cylindraceum,,Basic,http://www.cabi.org/isc/datasheet/117908
Youngia japonica,Asiatic hawksbeard,Basic,http://www.cabi.org/isc/datasheet/117921
Yucca recurvifolia,,Basic,http://www.cabi.org/isc/datasheet/117922
Zaleya pentandra,African purslane,Basic,http://www.cabi.org/isc/datasheet/117926
Zinnia angustifolia,,Basic,http://www.cabi.org/isc/datasheet/117937
Ziziphora capitata,,Basic,http://www.cabi.org/isc/datasheet/117939
Zostera japonica,dwarf eelgrass,Basic,http://www.cabi.org/isc/datasheet/117943
Zygophyllum fabago,Syrian caper-bean,Basic,http://www.cabi.org/isc/datasheet/117944
Impatiens parviflora,small balsam,Full,http://www.cabi.org/isc/datasheet/28768
Myriophyllum spicatum,spiked watermilfoil,Full,http://www.cabi.org/isc/datasheet/34941
Salix cinerea,grey sallow,Full,http://www.cabi.org/isc/datasheet/48540
Typha angustifolia,lesser bulrush,Full,http://www.cabi.org/isc/datasheet/54294
Ludwigia latifolia,,Basic,http://www.cabi.org/isc/datasheet/115395
Orobanche amethystea,,Basic,http://www.cabi.org/isc/datasheet/115997
Rubus tricolor,,Basic,http://www.cabi.org/isc/datasheet/116795
Acalypha virginica,,Basic,http://www.cabi.org/isc/datasheet/111983
Alyssum wierzbickii,,Basic,http://www.cabi.org/isc/datasheet/112181
Amaranthus mitchellii,,Basic,http://www.cabi.org/isc/datasheet/112194
Aponogeton crispus,,Basic,http://www.cabi.org/isc/datasheet/112363
Asperula tinctoria,,Basic,http://www.cabi.org/isc/datasheet/112484
Aster dumosus,,Basic,http://www.cabi.org/isc/datasheet/112497
Atriplex portulacoides,,Basic,http://www.cabi.org/isc/datasheet/112588
Ballota nigra,,Basic,http://www.cabi.org/isc/datasheet/112653
Bothriochloa decipiens,,Basic,http://www.cabi.org/isc/datasheet/112757
Calla palustris,,Basic,http://www.cabi.org/isc/datasheet/112878
Camelina laxa,,Basic,http://www.cabi.org/isc/datasheet/112913
Campanula lusitanica,,Basic,http://www.cabi.org/isc/datasheet/112926
Carduus hamulosus,,Basic,http://www.cabi.org/isc/datasheet/112969
Carrichtera annua,,Basic,http://www.cabi.org/isc/datasheet/113020
Caulerpa mexicana,,Basic,http://www.cabi.org/isc/datasheet/113033
Centaurea pullata,,Basic,http://www.cabi.org/isc/datasheet/113076
Cerastium dichotomum,,Basic,http://www.cabi.org/isc/datasheet/113111
Clarkia purpurea,,Basic,http://www.cabi.org/isc/datasheet/113349
Commelina paludosa,,Basic,http://www.cabi.org/isc/datasheet/113414
Cotoneaster hissaricus,,Basic,http://www.cabi.org/isc/datasheet/113518
Dasya sessilis,,Basic,http://www.cabi.org/isc/datasheet/113808
Echinochloa turneriana,,Basic,http://www.cabi.org/isc/datasheet/113991
Echinodorus magdalensis,,Basic,http://www.cabi.org/isc/datasheet/114006
Euphorbia corallioides,,Basic,http://www.cabi.org/isc/datasheet/114309
Facelis retusa,,Basic,http://www.cabi.org/isc/datasheet/114371
Geranium purpureum,,Basic,http://www.cabi.org/isc/datasheet/114540
Hieracium koehleri,,Basic,http://www.cabi.org/isc/datasheet/114800
Hornungia petraea,,Basic,http://www.cabi.org/isc/datasheet/114843
Hygrophila siamensis,,Basic,http://www.cabi.org/isc/datasheet/114886
Iris graminea,,Basic,http://www.cabi.org/isc/datasheet/114977
Lepidium neglectum,,Basic,http://www.cabi.org/isc/datasheet/115210
Libertia elegans,,Basic,http://www.cabi.org/isc/datasheet/115253
Linaria simplex,,Basic,http://www.cabi.org/isc/datasheet/115301
Lycium intricatum,,Basic,http://www.cabi.org/isc/datasheet/115422
Lysimachia terrestris,,Basic,http://www.cabi.org/isc/datasheet/115435
Malva cretica,,Basic,http://www.cabi.org/isc/datasheet/115478
Medicago murex,,Basic,http://www.cabi.org/isc/datasheet/115526
Mentha cervina,,Basic,http://www.cabi.org/isc/datasheet/115569
Microthlaspi perfoliatum,thoroughwort pennycress,Basic,http://www.cabi.org/isc/datasheet/115604
Oenothera strigosa,,Basic,http://www.cabi.org/isc/datasheet/115907
Othocallis siberica,,Basic,http://www.cabi.org/isc/datasheet/116027
Phalacroloma annuum,,Basic,http://www.cabi.org/isc/datasheet/116239
Poa jubata,,Basic,http://www.cabi.org/isc/datasheet/116408
Rosa ferruginea,,Basic,http://www.cabi.org/isc/datasheet/116760
Salsola acutifolia,,Basic,http://www.cabi.org/isc/datasheet/116864
Scandix stellata,,Basic,http://www.cabi.org/isc/datasheet/116942
Scleria lacustris,lakeshore nutrush,Basic,http://www.cabi.org/isc/datasheet/116985
Silene flavescens,,Basic,http://www.cabi.org/isc/datasheet/117140
Sisymbrium septulatum,,Basic,http://www.cabi.org/isc/datasheet/117196
Stipa capensis,,Basic,http://www.cabi.org/isc/datasheet/117352
Tragopogon hybridus,,Basic,http://www.cabi.org/isc/datasheet/117577
Valerianella rimosa,,Basic,http://www.cabi.org/isc/datasheet/117759
Veronica praecox,,Basic,http://www.cabi.org/isc/datasheet/117824
Vicia disperma,,Basic,http://www.cabi.org/isc/datasheet/117837
Astrodaucus orientalis,,Basic,http://www.cabi.org/isc/datasheet/112532
Bassia eriantha,,Basic,http://www.cabi.org/isc/datasheet/112666
Centaurium maritimum,,Basic,http://www.cabi.org/isc/datasheet/113089
Cirsium rivulare,,Basic,http://www.cabi.org/isc/datasheet/113336
Consolida orientalis,,Basic,http://www.cabi.org/isc/datasheet/113427
Cotoneaster boisianus,,Basic,http://www.cabi.org/isc/datasheet/113505
Echinops ruthenicus,,Basic,http://www.cabi.org/isc/datasheet/114019
Galatella sedifolius,,Basic,http://www.cabi.org/isc/datasheet/114462
Glossostigma cleistanthum,mudmat,Basic,http://www.cabi.org/isc/datasheet/114596
Gratiola officinalis,,Basic,http://www.cabi.org/isc/datasheet/114631
Haplophyllum buxbaumii,,Basic,http://www.cabi.org/isc/datasheet/114674
Hepatica transsilvanica,,Basic,http://www.cabi.org/isc/datasheet/114765
Iberis umbellata,,Basic,http://www.cabi.org/isc/datasheet/114934
Juncus radula,,Basic,http://www.cabi.org/isc/datasheet/115041
Lactuca sibirica,,Basic,http://www.cabi.org/isc/datasheet/115097
Lappula squarrosa,,Basic,http://www.cabi.org/isc/datasheet/115132
Legousia pentagonia,,Basic,http://www.cabi.org/isc/datasheet/115175
Leontice leontopetalum,,Basic,http://www.cabi.org/isc/datasheet/115188
Lilaeopsis novae-zelandiae,,Basic,http://www.cabi.org/isc/datasheet/115266
Naufraga balearica,,Basic,http://www.cabi.org/isc/datasheet/115738
Polysiphonia fucoides,,Basic,http://www.cabi.org/isc/datasheet/116470
Reichardia picroides,,Basic,http://www.cabi.org/isc/datasheet/116682
Rotala ramosior,,Basic,http://www.cabi.org/isc/datasheet/116773
Sagittaria rigida,,Basic,http://www.cabi.org/isc/datasheet/116851
Scrophularia auriculata,,Basic,http://www.cabi.org/isc/datasheet/116998
Senecio doria,,Basic,http://www.cabi.org/isc/datasheet/117062
Solanum linnaeanum,apple of Sodom,Basic,http://www.cabi.org/isc/datasheet/117231
Stipagrostis pungens,,Basic,http://www.cabi.org/isc/datasheet/117365
Trifolium hirtum,rose clover,Basic,http://www.cabi.org/isc/datasheet/117612
Trofolium ochroleucon,,Basic,http://www.cabi.org/isc/datasheet/117668
Jovibarba globifera,,Basic,http://www.cabi.org/isc/datasheet/115020
Juglans ailanthifolia,,Basic,http://www.cabi.org/isc/datasheet/115021
Juncus acutus,spiny rush,Basic,http://www.cabi.org/isc/datasheet/115022
Juncus anthelatus,,Basic,http://www.cabi.org/isc/datasheet/115023
Juncus bufonius,,Basic,http://www.cabi.org/isc/datasheet/115025
Juncus canadensis,,Basic,http://www.cabi.org/isc/datasheet/115026
Juncus compressus,flattened rush,Basic,http://www.cabi.org/isc/datasheet/115027
Juncus conglomeratus,,Basic,http://www.cabi.org/isc/datasheet/115028
Juncus dudleyi,,Basic,http://www.cabi.org/isc/datasheet/115029
Juncus ensifolius,,Basic,http://www.cabi.org/isc/datasheet/115030
Juncus foliosus,,Basic,http://www.cabi.org/isc/datasheet/115031
Juncus gerardii,,Basic,http://www.cabi.org/isc/datasheet/115032
Juncus glaucus,,Basic,http://www.cabi.org/isc/datasheet/115033
Juncus hybridus,,Basic,http://www.cabi.org/isc/datasheet/115034
Juncus imbricatus,,Basic,http://www.cabi.org/isc/datasheet/115035
Juncus kraussiiacutus,,Basic,http://www.cabi.org/isc/datasheet/115036
Juncus pallescens,,Basic,http://www.cabi.org/isc/datasheet/115037
Juncus pallidus,,Basic,http://www.cabi.org/isc/datasheet/115038
Juncus pygmaeus,,Basic,http://www.cabi.org/isc/datasheet/115040
Juncus repens,,Basic,http://www.cabi.org/isc/datasheet/115042
Juncus squarrosus,,Basic,http://www.cabi.org/isc/datasheet/115043
Juncus striatus,,Basic,http://www.cabi.org/isc/datasheet/115044
Juncus subsecundus,,Basic,http://www.cabi.org/isc/datasheet/115045
Juncus subulatus,,Basic,http://www.cabi.org/isc/datasheet/115046
Juncus tenuis,,Basic,http://www.cabi.org/isc/datasheet/115047
Juncus xiphioides,,Basic,http://www.cabi.org/isc/datasheet/115048
Kalanchoe longiflora,,Basic,http://www.cabi.org/isc/datasheet/115051
Kalanchoe prolifera,,Basic,http://www.cabi.org/isc/datasheet/115052
Kalanchoe tubiflora,,Basic,http://www.cabi.org/isc/datasheet/115053
Kickxia cirrhosa,,Basic,http://www.cabi.org/isc/datasheet/115060
Kickxia commutata,,Basic,http://www.cabi.org/isc/datasheet/115061
Kickxia elatine,,Basic,http://www.cabi.org/isc/datasheet/115062
Kickxia lanigera,,Basic,http://www.cabi.org/isc/datasheet/115063
Kickxia spuria,,Basic,http://www.cabi.org/isc/datasheet/115064
Kitaibela vitifolia,,Basic,http://www.cabi.org/isc/datasheet/115067
Klasea quinquefolia,,Basic,http://www.cabi.org/isc/datasheet/115068
Kleinia aizoides,,Basic,http://www.cabi.org/isc/datasheet/115069
Kleinia neriifolia,,Basic,http://www.cabi.org/isc/datasheet/115070
Knautia arvensis,,Basic,http://www.cabi.org/isc/datasheet/115072
Knautia degenii,,Basic,http://www.cabi.org/isc/datasheet/115073
Knautia integrifolia,,Basic,http://www.cabi.org/isc/datasheet/115074
Knautia macedonica,,Basic,http://www.cabi.org/isc/datasheet/115075
Kniphofia uvaria,redhot poker,Basic,http://www.cabi.org/isc/datasheet/115076
Kochia indica,,Basic,http://www.cabi.org/isc/datasheet/115077
Kochia laniflora,,Basic,http://www.cabi.org/isc/datasheet/115078
Koeleria grandis,,Basic,http://www.cabi.org/isc/datasheet/115079
Koeleria macrantha,,Basic,http://www.cabi.org/isc/datasheet/115080
Koeleria pyramidata,,Basic,http://www.cabi.org/isc/datasheet/115081
Kundmannia sicula,,Basic,http://www.cabi.org/isc/datasheet/115085
Kyllinga gracillima,,Basic,http://www.cabi.org/isc/datasheet/115088
Kyllinga nemoralis,white kyllinga,Basic,http://www.cabi.org/isc/datasheet/115089
Laburnum x watereri,,Basic,http://www.cabi.org/isc/datasheet/115091
Lachnagrostis filiformis,Pacific bentgrass,Basic,http://www.cabi.org/isc/datasheet/115093
Lactuca perennis,,Basic,http://www.cabi.org/isc/datasheet/115095
Lactuca saligna,,Basic,http://www.cabi.org/isc/datasheet/115096
Lagenandra ovata,,Basic,http://www.cabi.org/isc/datasheet/115099
Lagenandra thwaitesii,,Basic,http://www.cabi.org/isc/datasheet/115100
Lagoecia cuminoides,,Basic,http://www.cabi.org/isc/datasheet/115104
Lallemantia iberica,,Basic,http://www.cabi.org/isc/datasheet/115106
Lamarckia aurea,,Basic,http://www.cabi.org/isc/datasheet/115107
Laminaria ochotensis,,Basic,http://www.cabi.org/isc/datasheet/115109
Lamium confertum,,Basic,http://www.cabi.org/isc/datasheet/115110
Lamium galeobdolon,yellow archangel,Basic,http://www.cabi.org/isc/datasheet/115111
Lamium garganicum,,Basic,http://www.cabi.org/isc/datasheet/115112
Lamium hybridum,,Basic,http://www.cabi.org/isc/datasheet/115113
Lamium moluccellifolium,,Basic,http://www.cabi.org/isc/datasheet/115114
Lamium orvala,,Basic,http://www.cabi.org/isc/datasheet/115115
Lampranthus deltoides,,Basic,http://www.cabi.org/isc/datasheet/115116
Lampranthus falciformis,,Basic,http://www.cabi.org/isc/datasheet/115117
Lampranthus glaucus,,Basic,http://www.cabi.org/isc/datasheet/115118
Lampranthus multiradiatus,,Basic,http://www.cabi.org/isc/datasheet/115119
Lampranthus roseus,,Basic,http://www.cabi.org/isc/datasheet/115120
Landoltia punctata,dotted duckweed,Basic,http://www.cabi.org/isc/datasheet/115124
Lapeirousia laxa,,Basic,http://www.cabi.org/isc/datasheet/115125
Laportea aestuans,,Basic,http://www.cabi.org/isc/datasheet/115126
Lappula barbata,,Basic,http://www.cabi.org/isc/datasheet/115127
Lappula consanguinea,,Basic,http://www.cabi.org/isc/datasheet/115128
Lappula deflexa,,Basic,http://www.cabi.org/isc/datasheet/115129
Lappula marginata,,Basic,http://www.cabi.org/isc/datasheet/115130
