"","Name","Location","Nat_Inv","Invasive","record"
"2788","Alnus glutinosa","New Jersey","Introduced","Invasive",706
"2876","Alnus glutinosa","New York","Introduced","Invasive",706
"2988","Alnus glutinosa","Ohio","Introduced","Invasive",706
"3084","Alnus glutinosa","Pennsylvania","Introduced","Invasive",706
"31106","Alnus glutinosa","Tennessee","Introduced","Invasive",706
"3279","Alnus glutinosa","Vermont","Introduced","Invasive",706
"3377","Alnus glutinosa","Wisconsin","Introduced","Invasive",706
"7848","Alnus glutinosa","New South Wales","Introduced","Invasive",706
"7957","Alnus glutinosa","Victoria","Introduced","Invasive",706
"8049","Alnus glutinosa","New Zealand","Introduced","Invasive",706
"7201","Pinus radiata","Zimbabwe","Introduced","Invasive",705
"11165","Pinus radiata","Argentina","Introduced","Invasive",705
"19117","Pinus radiata","Australia","Introduced","Invasive",705
"25107","Pinus radiata","New Zealand","Introduced","Invasive",705
"4279","Pinus pinaster","South Africa","Introduced","Invasive",704
"7200","Pinus pinaster","Hawaii","Introduced","Invasive",704
"10179","Pinus pinaster","Chile","Introduced","Invasive",704
"11164","Pinus pinaster","Uruguay","Introduced","Invasive",704
"21120","Pinus pinaster","Australia","Introduced","Invasive",704
"23107","Pinus pinaster","New Zealand","Introduced","Invasive",704
"14136","Pinus patula","Botswana","Introduced","Invasive",703
"19116","Pinus patula","Madagascar","Introduced","Invasive",703
"20104","Pinus patula","Malawi","Introduced","Invasive",703
"2485","Pinus patula","South Africa","Introduced","Invasive",703
"2987","Pinus patula","Zimbabwe","Introduced","Invasive",703
"3278","Pinus patula","Hawaii","Introduced","Invasive",703
"51100","Pinus patula","New Zealand","Introduced","Invasive",703
"2484","Pinus halepensis","California","Introduced","Invasive",702
"26102","Pinus halepensis","Argentina","Introduced","Invasive",702
"4088","Pinus halepensis","Australia","Introduced","Invasive",702
"4281","Pinus halepensis","South Australia","Introduced","Invasive",702
"11007","Pinus caribaea","Bangladesh","Introduced","Invasive",701
"6049","Pinus caribaea","Hawaii","Introduced","Invasive",701
"8541","Pinus caribaea","Minas Gerais","Introduced","Invasive",701
"8634","Pinus caribaea","Para","Introduced","Invasive",701
"8733","Pinus caribaea","Paraiba","Introduced","Invasive",701
"8834","Pinus caribaea","Pernambuco","Introduced","Invasive",701
"8943","Pinus caribaea","Rio Grande do Sul","Introduced","Invasive",701
"9035","Pinus caribaea","Sao Paulo","Introduced","Invasive",701
"10026","Pinus caribaea","Australian Northern Territory","Introduced","Invasive",701
"10181","Pinus caribaea","Queensland","Introduced","Invasive",701
"10234","Pinus caribaea","Cook Islands","Introduced","Invasive",701
"10431","Pinus caribaea","French Polynesia","Introduced","Invasive",701
"10528","Pinus caribaea","Guam","Introduced","Invasive",701
"10631","Pinus caribaea","New Caledonia","Introduced","Invasive",701
"10828","Pinus caribaea","Niue","Introduced","Invasive",701
"10927","Pinus caribaea","Pitcairn Island","Introduced","Invasive",701
"4278","Acer pseudoplatanus","Canada","Introduced","Invasive",700
"5264","Acer pseudoplatanus","Pennsylvania","Introduced","Invasive",700
"8833","Acer pseudoplatanus","Ireland","Introduced","Invasive",700
"10233","Acer pseudoplatanus","Madeira","Introduced","Invasive",700
"12228","Acer pseudoplatanus","Australia","Introduced","Invasive",700
"12322","Acer pseudoplatanus","Victoria","Introduced","Invasive",700
"12418","Acer pseudoplatanus","New Zealand","Introduced","Invasive",700
"11163","Acer platanoides","Canada","Introduced","Invasive",699
"16133","Acer platanoides","Newfoundland and Labrador","Introduced","Invasive",699
"19109","Acer platanoides","Ontario","Introduced","Invasive",699
"21119","Acer platanoides","Quebec","Introduced","Invasive",699
"2483","Acer platanoides","USA","Introduced","Invasive",699
"3083","Acer platanoides","Connecticut","Introduced","Invasive",699
"5197","Acer platanoides","New Jersey","Introduced","Invasive",699
"5360","Acer platanoides","New York","Introduced","Invasive",699
"6656","Acer platanoides","Vermont","Introduced","Invasive",699
"6756","Acer platanoides","Virginia","Introduced","Invasive",699
"7049","Acer platanoides","Wisconsin","Introduced","Invasive",699
"12227","Acer platanoides","UK","Introduced","Invasive",699
"7199","Acer negundo","New Brunswick","Introduced","Invasive",698
"8187","Acer negundo","Nova Scotia","Introduced","Invasive",698
"10178","Acer negundo","Prince Edward Island","Introduced","Invasive",698
"11162","Acer negundo","Quebec","Introduced","Invasive",698
"3277","Acer negundo","Maine","Introduced","Invasive",698
"5060","Acer negundo","Oregon","Introduced","Invasive",698
"5956","Acer negundo","Washington","Introduced","Invasive",698
"6560","Acer negundo","Austria","Introduced","Invasive",698
"6755","Acer negundo","Czech Republic","Introduced","Invasive",698
"6851","Acer negundo","France","Introduced","Invasive",698
"6957","Acer negundo","Germany","Introduced","Invasive",698
"7048","Acer negundo","Hungary","Introduced","Invasive",698
"7254","Acer negundo","Poland","Introduced","Invasive",698
"7847","Acer negundo","Western Siberia","Introduced","Invasive",698
"8193","Acer negundo","Sweden","Introduced","Invasive",698
"8441","Acer negundo","Ukraine","Introduced","Invasive",698
"8633","Acer negundo","New South Wales","Introduced","Invasive",698
"8832","Acer negundo","Victoria","Introduced","Invasive",698
"8942","Acer negundo","New Zealand","Introduced","Invasive",698
"3685","Acacia saligna","South Africa","Introduced","Invasive",697
"4968","Acacia saligna","Chile","Introduced","Invasive",697
"5263","Acacia saligna","Cyprus","Introduced","Invasive",697
"5655","Acacia saligna","Portugal","Introduced","Invasive",697
"5765","Acacia saligna","Spain","Introduced","Invasive",697
"5955","Acacia saligna","New South Wales","Introduced","Invasive",697
"6048","Acacia saligna","Queensland","Introduced","Invasive",697
"3203","Acacia nilotica","India","Native","Invasive",696
"3376","Acacia nilotica","Indonesia","Introduced","Invasive",696
"41107","Acacia nilotica","Pakistan","Native","Invasive",696
"6463","Acacia nilotica","Kenya","Native","Invasive",696
"71100","Acacia nilotica","Mozambique","Native","Invasive",696
"7746","Acacia nilotica","South Africa","Native","Invasive",696
"7846","Acacia nilotica","Sudan","Native","Invasive",696
"8732","Acacia nilotica","Anguilla","Introduced","Invasive",696
"8831","Acacia nilotica","Antigua and Barbuda","Introduced","Invasive",696
"10177","Acacia nilotica","Ecuador","Introduced","Invasive",696
"10430","Acacia nilotica","Australia","Introduced","Invasive",696
"10527","Acacia nilotica","Australian Northern Territory","Introduced","Invasive",696
"10630","Acacia nilotica","New South Wales","Introduced","Invasive",696
"10725","Acacia nilotica","Queensland","Introduced","Invasive",696
"10827","Acacia nilotica","South Australia","Introduced","Invasive",696
"19108","Acacia melanoxylon","South Africa","Introduced","Invasive",695
"22123","Acacia melanoxylon","Zimbabwe","Introduced","Invasive",695
"23106","Acacia melanoxylon","USA","Introduced","Invasive",695
"2482","Acacia melanoxylon","California","Introduced","Invasive",695
"25106","Acacia melanoxylon","Hawaii","Introduced","Invasive",695
"2787","Acacia melanoxylon","Argentina","Introduced","Invasive",695
"4087","Acacia melanoxylon","Spain","Introduced","Invasive",695
"4967","Acacia melanoxylon","New Zealand","Introduced","Invasive",695
"11006","Acacia mangium","Bangladesh","Introduced","Invasive",694
"22122","Acacia mangium","Sabah","Introduced","Invasive",694
"41106","Acacia mangium","Brazil","Introduced","Invasive",694
"4277","Acacia mangium","American Samoa","Introduced","Invasive",694
"4670","Acacia mangium","Western Australia","Introduced","Invasive",694
"4966","Acacia mangium","Micronesia, Federated states of","Introduced","Invasive",694
"11005","Eucalyptus camaldulensis","Bangladesh","Introduced","Invasive",693
"8540","Eucalyptus camaldulensis","South Africa","Introduced","Invasive",693
"9625","Eucalyptus camaldulensis","California","Introduced","Invasive",693
"11004","Acacia auriculiformis","Bangladesh","Introduced","Invasive",692
"3468","Acacia auriculiformis","Sabah","Introduced","Invasive",692
"3978","Acacia auriculiformis","Singapore","Introduced","Invasive",692
"6364","Acacia auriculiformis","Florida","Introduced","Invasive",692
"6559","Acacia auriculiformis","Bahamas","Introduced","Invasive",692
"25105","Elaeagnus angustifolia","Canada","Introduced","Invasive",691
"2786","Elaeagnus angustifolia","British Columbia","Introduced","Invasive",691
"3582","Elaeagnus angustifolia","USA","Introduced","Invasive",691
"3780","Elaeagnus angustifolia","Arizona","Introduced","Invasive",691
"3885","Elaeagnus angustifolia","California","Introduced","Invasive",691
"3977","Elaeagnus angustifolia","Colorado","Introduced","Invasive",691
"4276","Elaeagnus angustifolia","Hawaii","Introduced","Invasive",691
"5450","Elaeagnus angustifolia","Montana","Introduced","Invasive",691
"5954","Elaeagnus angustifolia","New Mexico","Introduced","Invasive",691
"6558","Elaeagnus angustifolia","Oregon","Introduced","Invasive",691
"7197","Elaeagnus angustifolia","Utah","Introduced","Invasive",691
"8185","Elaeagnus angustifolia","Bulgaria","Introduced","Invasive",691
"15135","Abrus precatorius","Florida","Introduced","Invasive",689
"23105","Abrus precatorius","Cuba","Introduced","Invasive",689
"3082","Abrus precatorius","Honduras","Introduced","Invasive",689
"6363","Abrus precatorius","Galapagos Islands","Introduced","Invasive",689
"6956","Abrus precatorius","French Polynesia","Introduced","Invasive",689
"7253","Abrus precatorius","Micronesia, Federated states of","Introduced","Invasive",689
"7348","Abrus precatorius","New Caledonia","Introduced","Invasive",689
"7445","Abrus precatorius","Niue","","Invasive",689
"7548","Abrus precatorius","Northern Mariana Islands","Introduced","Invasive",689
"7745","Abrus precatorius","Pitcairn Island","Introduced","Invasive",689
"7956","Abrus precatorius","Wallis and Futuna Islands","Introduced","Invasive",689
"15134","Abrus precatorius","Florida","Introduced","Invasive",689
"23104","Abrus precatorius","Cuba","Introduced","Invasive",689
"3080","Abrus precatorius","Honduras","Introduced","Invasive",689
"6362","Abrus precatorius","Galapagos Islands","Introduced","Invasive",689
"6955","Abrus precatorius","French Polynesia","Introduced","Invasive",689
"7252","Abrus precatorius","Micronesia, Federated states of","Introduced","Invasive",689
"7347","Abrus precatorius","New Caledonia","Introduced","Invasive",689
"7444","Abrus precatorius","Niue","","Invasive",689
"7547","Abrus precatorius","Northern Mariana Islands","Introduced","Invasive",689
"7744","Abrus precatorius","Pitcairn Island","Introduced","Invasive",689
"7955","Abrus precatorius","Wallis and Futuna Islands","Introduced","Invasive",689
"11003","Zingiber montanum","Bangladesh","Native","Invasive",688
"61100","Artocarpus altilis","Belize","Introduced","Invasive",687
"6361","Artocarpus altilis","Costa Rica","Introduced","Invasive",687
"7954","Artocarpus altilis","Puerto Rico","Introduced","Invasive",687
"8440","Artocarpus altilis","United States Virgin Islands","Introduced","Invasive",687
"8941","Artocarpus altilis","Bahia","Introduced","Invasive",687
"12141","Caesalpinia pulcherrima","Christmas Island (Indian Ocean)","Introduced","Invasive",686
"9534","Caesalpinia pulcherrima","Cuba","Introduced","Invasive",686
"14915","Caesalpinia pulcherrima","Ecuador","Introduced","Invasive",686
"5764","Alysicarpus vaginalis","Cuba","Introduced","Invasive",685
"31105","Foeniculum vulgare","California","Introduced","Invasive",683
"3684","Foeniculum vulgare","Hawaii","Introduced","Invasive",683
"6754","Foeniculum vulgare","Cuba","Introduced","Invasive",683
"7546","Foeniculum vulgare","Chile","Introduced","Invasive",683
"8940","Foeniculum vulgare","Australia","Introduced","Invasive",683
"9034","Foeniculum vulgare","New South Wales","Introduced","Invasive",683
"9190","Foeniculum vulgare","Queensland","Introduced","Invasive",683
"9240","Foeniculum vulgare","South Australia","Introduced","Invasive",683
"9436","Foeniculum vulgare","Victoria","Introduced","Invasive",683
"9739","Foeniculum vulgare","Fiji","Introduced","Invasive",683
"9835","Foeniculum vulgare","French Polynesia","Introduced","Invasive",683
"10025","Foeniculum vulgare","New Caledonia","Introduced","Invasive",683
"10175","Foeniculum vulgare","New Zealand","Introduced","Invasive",683
"10232","Foeniculum vulgare","Niue","Introduced","Invasive",683
"13148","Merremia tuberosa","Mayotte","Introduced","Invasive",682
"15133","Merremia tuberosa","Réunion","Introduced","Invasive",682
"20103","Merremia tuberosa","Florida","Introduced","Invasive",682
"21118","Merremia tuberosa","Hawaii","Introduced","Invasive",682
"26101","Merremia tuberosa","Cuba","Introduced","Invasive",682
"3779","Merremia tuberosa","Saint Lucia","Introduced","Invasive",682
"5953","Merremia tuberosa","Fiji","Introduced","Invasive",682
"6462","Merremia tuberosa","Micronesia, Federated states of","Introduced","Invasive",682
"6557","Merremia tuberosa","New Caledonia","Introduced","Invasive",682
"6655","Merremia tuberosa","Niue","Introduced","Invasive",682
"2407","Bauhinia monandra","Christmas Island (Indian Ocean)","Introduced","Invasive",679
"3683","Bauhinia monandra","Hawaii","Introduced","Invasive",679
"4472","Bauhinia monandra","Dominican Republic","Introduced","Invasive",679
"6047","Bauhinia monandra","Galapagos Islands","Introduced","Invasive",679
"6360","Bauhinia monandra","American Samoa","Introduced","Invasive",679
"6556","Bauhinia monandra","Queensland","Introduced","Invasive",679
"6654","Bauhinia monandra","Cook Islands","Introduced","Invasive",679
"6850","Bauhinia monandra","French Polynesia","Introduced","Invasive",679
"6954","Bauhinia monandra","Guam","Introduced","Invasive",679
"7346","Bauhinia monandra","Niue","Introduced","Invasive",679
"7443","Bauhinia monandra","Northern Mariana Islands","Introduced","Invasive",679
"7646","Bauhinia monandra","Papua New Guinea","Introduced","Invasive",679
"7743","Bauhinia monandra","Samoa","Introduced","Invasive",679
"7845","Bauhinia monandra","Tonga","Introduced","Invasive",679
"4086","Barringtonia asiatica","Dominican Republic","Introduced","Invasive",678
"2785","Hyparrhenia rufa","Mauritius","Introduced","Invasive",677
"3884","Hyparrhenia rufa","Canary Islands","Introduced","Invasive",677
"4471","Hyparrhenia rufa","Mexico","Introduced","Invasive",677
"4669","Hyparrhenia rufa","Florida","Introduced","Invasive",677
"4759","Hyparrhenia rufa","Hawaii","Introduced","Invasive",677
"4965","Hyparrhenia rufa","Costa Rica","Introduced","Invasive",677
"5059","Hyparrhenia rufa","Cuba","Introduced","Invasive",677
"5196","Hyparrhenia rufa","Dominican Republic","Introduced","Invasive",677
"7047","Hyparrhenia rufa","Goias","Introduced","Invasive",677
"7345","Hyparrhenia rufa","Mato Grosso do Sul","Introduced","Invasive",677
"7442","Hyparrhenia rufa","Minas Gerais","Introduced","Invasive",677
"7742","Hyparrhenia rufa","Parana","Introduced","Invasive",677
"8048","Hyparrhenia rufa","Rio de Janeiro","Introduced","Invasive",677
"8439","Hyparrhenia rufa","Sao Paulo","Introduced","Invasive",677
"8539","Hyparrhenia rufa","Colombia","Introduced","Invasive",677
"8939","Hyparrhenia rufa","Paraguay","Introduced","Invasive",677
"9239","Hyparrhenia rufa","Venezuela","Introduced","Invasive",677
"9435","Hyparrhenia rufa","Australian Northern Territory","Introduced","Invasive",677
"9533","Hyparrhenia rufa","New South Wales","Introduced","Invasive",677
"9624","Hyparrhenia rufa","Queensland","Introduced","Invasive",677
"9738","Hyparrhenia rufa","Fiji","Introduced","Invasive",677
"9834","Hyparrhenia rufa","French Polynesia","Introduced","Invasive",677
"2406","Eucalyptus","Kenya","Introduced","Invasive",676
"4209","Kunzea ericoides","New South Wales","Native","Invasive",675
"6198","Kunzea ericoides","Victoria","Native","Invasive",675
"8186","Kunzea ericoides","New Zealand","Native","Invasive",675
"5262","Corymbia citriodora","Cuba","Introduced","Invasive",674
"18107","Ehrharta erecta","California","Introduced","Invasive",673
"19107","Ehrharta erecta","Hawaii","Introduced","Invasive",673
"21117","Ehrharta erecta","Australia","Introduced","Invasive",673
"22121","Ehrharta erecta","New South Wales","Introduced","Invasive",673
"26100","Ehrharta erecta","Victoria","Introduced","Invasive",673
"2875","Ehrharta erecta","New Zealand","Introduced","Invasive",673
"5198","Gaillardia pulchella","Ryukyu Archipelago","Introduced","Invasive",672
"6196","Gaillardia pulchella","Taiwan","Introduced","Invasive",672
"25104","Gaillardia pulchella","Hawaii","Introduced","Invasive",672
"5654","Gaillardia pulchella","Dominican Republic","Introduced","Invasive",672
"7251","Gaillardia pulchella","Cook Islands","Introduced","Invasive",672
"7344","Gaillardia pulchella","French Polynesia","Introduced","Invasive",672
"7741","Gaillardia pulchella","New Caledonia","Introduced","Invasive",672
"2986","Malva pusilla","Manitoba","Introduced","Invasive",670
"3581","Malva pusilla","Saskatchewan","Introduced","Invasive",670
"5952","Malva pusilla","Dominican Republic","Introduced","Invasive",670
"6849","Malva pusilla","Czech Republic","Introduced","Invasive",670
"6953","Malva pusilla","Denmark","Introduced","Invasive",670
"7250","Malva pusilla","France","Introduced","Invasive",670
"7343","Malva pusilla","Germany","Introduced","Invasive",670
"8339","Malva pusilla","Norway","Introduced","Invasive",670
"5763","Melilotus albus","British Columbia","Introduced","Invasive",669
"5857","Melilotus albus","Manitoba","Introduced","Invasive",669
"5951","Melilotus albus","New Brunswick","Introduced","Invasive",669
"6046","Melilotus albus","Newfoundland and Labrador","Introduced","Invasive",669
"6197","Melilotus albus","Northwest Territories","Introduced","Invasive",669
"6259","Melilotus albus","Nova Scotia","Introduced","Invasive",669
"6359","Melilotus albus","Nunavut","Introduced","Invasive",669
"6461","Melilotus albus","Ontario","Introduced","Invasive",669
"6555","Melilotus albus","Prince Edward Island","Introduced","Invasive",669
"6653","Melilotus albus","Quebec","Introduced","Invasive",669
"6848","Melilotus albus","Yukon Territory","Introduced","Invasive",669
"6952","Melilotus albus","Greenland","Introduced","Invasive",669
"7046","Melilotus albus","Mexico","Introduced","Invasive",669
"7196","Melilotus albus","Saint Pierre and Miquelon","Introduced","Invasive",669
"7342","Melilotus albus","Alabama","Introduced","Invasive",669
"7441","Melilotus albus","Alaska","Introduced","Invasive",669
"7545","Melilotus albus","Arizona","Introduced","Invasive",669
"7645","Melilotus albus","Arkansas","Introduced","Invasive",669
"7740","Melilotus albus","California","Introduced","Invasive",669
"7844","Melilotus albus","Colorado","Introduced","Invasive",669
"7953","Melilotus albus","Connecticut","Introduced","Invasive",669
"8047","Melilotus albus","Delaware","Introduced","Invasive",669
"8184","Melilotus albus","District of Columbia","Introduced","Invasive",669
"8245","Melilotus albus","Florida","Introduced","Invasive",669
"8338","Melilotus albus","Georgia","Introduced","Invasive",669
"8438","Melilotus albus","Hawaii","Introduced","Invasive",669
"8538","Melilotus albus","Idaho","Introduced","Invasive",669
"8632","Melilotus albus","Illinois","Introduced","Invasive",669
"8731","Melilotus albus","Indiana","Introduced","Invasive",669
"8830","Melilotus albus","Iowa","Introduced","Invasive",669
"8938","Melilotus albus","Kansas","Introduced","Invasive",669
"9033","Melilotus albus","Kentucky","Introduced","Invasive",669
"9186","Melilotus albus","Louisiana","Introduced","Invasive",669
"9238","Melilotus albus","Maine","Introduced","Invasive",669
"9336","Melilotus albus","Maryland","Introduced","Invasive",669
"9434","Melilotus albus","Massachusetts","Introduced","Invasive",669
"9532","Melilotus albus","Michigan","Introduced","Invasive",669
"9623","Melilotus albus","Minnesota","Introduced","Invasive",669
"9737","Melilotus albus","Mississippi","Introduced","Invasive",669
"9833","Melilotus albus","Missouri","Introduced","Invasive",669
"9926","Melilotus albus","Montana","Introduced","Invasive",669
"10024","Melilotus albus","Nevada","Introduced","Invasive",669
"10174","Melilotus albus","New Hampshire","Introduced","Invasive",669
"10231","Melilotus albus","New Jersey","Introduced","Invasive",669
"10333","Melilotus albus","New Mexico","Introduced","Invasive",669
"10526","Melilotus albus","North Carolina","Introduced","Invasive",669
"10629","Melilotus albus","North Dakota","Introduced","Invasive",669
"10724","Melilotus albus","Ohio","Introduced","Invasive",669
"10826","Melilotus albus","Oklahoma","Introduced","Invasive",669
"10926","Melilotus albus","Oregon","Introduced","Invasive",669
"11028","Melilotus albus","Pennsylvania","Introduced","Invasive",669
"11170","Melilotus albus","Rhode Island","Introduced","Invasive",669
"11228","Melilotus albus","South Carolina","Introduced","Invasive",669
"11323","Melilotus albus","South Dakota","Introduced","Invasive",669
"11423","Melilotus albus","Tennessee","Introduced","Invasive",669
"11518","Melilotus albus","Texas","Introduced","Invasive",669
"11620","Melilotus albus","Utah","Introduced","Invasive",669
"11718","Melilotus albus","Vermont","Introduced","Invasive",669
"11813","Melilotus albus","Virginia","Introduced","Invasive",669
"12017","Melilotus albus","West Virginia","Introduced","Invasive",669
"12144","Melilotus albus","Wisconsin","Introduced","Invasive",669
"12226","Melilotus albus","Wyoming","Introduced","Invasive",669
"31104","Lonicera maackii","Connecticut","Introduced","Invasive",668
"3276","Lonicera maackii","Delaware","Introduced","Invasive",668
"3375","Lonicera maackii","District of Columbia","Introduced","Invasive",668
"3976","Lonicera maackii","Kentucky","Introduced","Invasive",668
"41105","Lonicera maackii","Maine","Introduced","Invasive",668
"4374","Lonicera maackii","Massachusetts","Introduced","Invasive",668
"4470","Lonicera maackii","Michigan","Introduced","Invasive",668
"4668","Lonicera maackii","Missouri","Introduced","Invasive",668
"4964","Lonicera maackii","New Jersey","Introduced","Invasive",668
"5058","Lonicera maackii","New York","Introduced","Invasive",668
"5261","Lonicera maackii","Ohio","Introduced","Invasive",668
"5762","Lonicera maackii","Tennessee","Introduced","Invasive",668
"5856","Lonicera maackii","Texas","Introduced","Invasive",668
"5950","Lonicera maackii","Vermont","Introduced","Invasive",668
"6258","Lonicera maackii","West Virginia","Introduced","Invasive",668
"6358","Lonicera maackii","Wisconsin","Introduced","Invasive",668
"3580","Rubus rosifolius","Madagascar","Introduced","Invasive",666
"3883","Rubus rosifolius","Mayotte","Introduced","Invasive",666
"3975","Rubus rosifolius","Réunion","Introduced","Invasive",666
"4085","Rubus rosifolius","Tanzania","Introduced","Invasive",666
"4555","Rubus rosifolius","Hawaii","Introduced","Invasive",666
"4758","Rubus rosifolius","Cuba","Introduced","Invasive",666
"6194","Rubus rosifolius","Puerto Rico","Introduced","Invasive",666
"6460","Rubus rosifolius","Saint Lucia","Introduced","Invasive",666
"7045","Rubus rosifolius","Mato Grosso do Sul","Introduced","Invasive",666
"7440","Rubus rosifolius","Santa Catarina","Introduced","Invasive",666
"8244","Rubus rosifolius","French Polynesia","Introduced","Invasive",666
"2699","Orobanche aegyptiaca","Cuba","Introduced","Invasive",664
"7198","Polycarpon tetraphyllum","Japan","Introduced","Invasive",663
"2481","Polycarpon tetraphyllum","South Africa","Introduced","Invasive",663
"3682","Polycarpon tetraphyllum","Hawaii","Introduced","Invasive",663
"5359","Polycarpon tetraphyllum","Chile","Introduced","Invasive",663
"5558","Polycarpon tetraphyllum","Ecuador","Introduced","Invasive",663
"7952","Polycarpon tetraphyllum","Spain","Native","Invasive",663
"8537","Polycarpon tetraphyllum","Australia","Introduced","Invasive",663
"8631","Polycarpon tetraphyllum","Australian Northern Territory","Introduced","Invasive",663
"8730","Polycarpon tetraphyllum","New South Wales","Introduced","Invasive",663
"8829","Polycarpon tetraphyllum","Queensland","Introduced","Invasive",663
"8937","Polycarpon tetraphyllum","South Australia","Introduced","Invasive",663
"9032","Polycarpon tetraphyllum","Tasmania","Introduced","Invasive",663
"9185","Polycarpon tetraphyllum","Victoria","Introduced","Invasive",663
"9237","Polycarpon tetraphyllum","Western Australia","Introduced","Invasive",663
"9433","Polycarpon tetraphyllum","New Zealand","Introduced","Invasive",663
"10176","Silybum marianum","Israel","Native","Invasive",662
"4084","Silybum marianum","USA","Introduced","Invasive",662
"11160","Silybum marianum","South Australia","Introduced","Invasive",662
"11227","Silybum marianum","Tasmania","Introduced","Invasive",662
"11422","Silybum marianum","Western Australia","Introduced","Invasive",662
"9236","Persicaria punctata","New Zealand","Introduced","Invasive",661
"5557","Parentucellia viscosa","New Zealand","Introduced","Invasive",660
"6195","Stenotaphrum secundatum","Singapore","Introduced","Invasive",659
"8936","Stenotaphrum secundatum","Australia","Introduced","Invasive",659
"9031","Stenotaphrum secundatum","Lord Howe Is.","Introduced","Invasive",659
"9184","Stenotaphrum secundatum","New South Wales","Introduced","Invasive",659
"9235","Stenotaphrum secundatum","Queensland","Introduced","Invasive",659
"9335","Stenotaphrum secundatum","South Australia","Introduced","Invasive",659
"9432","Stenotaphrum secundatum","Tasmania","Introduced","Invasive",659
"9531","Stenotaphrum secundatum","Victoria","Introduced","Invasive",659
"9622","Stenotaphrum secundatum","Western Australia","Introduced","Invasive",659
"9832","Stenotaphrum secundatum","Fiji","Introduced","Invasive",659
"9925","Stenotaphrum secundatum","French Polynesia","Introduced","Invasive",659
"10173","Stenotaphrum secundatum","Kiribati","Introduced","Invasive",659
"10332","Stenotaphrum secundatum","New Caledonia","Introduced","Invasive",659
"10429","Stenotaphrum secundatum","New Zealand","Introduced","Invasive",659
"10525","Stenotaphrum secundatum","Kermadec Islands","Introduced","Invasive",659
"10628","Stenotaphrum secundatum","Norfolk Island","Introduced","Invasive",659
"10723","Stenotaphrum secundatum","Palau","Introduced","Invasive",659
"11026","Stenotaphrum secundatum","Tonga","Introduced","Invasive",659
"11226","Stenotaphrum secundatum","Wallis and Futuna Islands","Introduced","Invasive",659
"13147","Cestrum nocturnum","Réunion","Introduced","Invasive",658
"4469","Cestrum nocturnum","Cook Islands","Introduced","Invasive",658
"4554","Cestrum nocturnum","Fiji","Introduced","Invasive",658
"4667","Cestrum nocturnum","French Polynesia","Introduced","Invasive",658
"5260","Cestrum nocturnum","New Caledonia","Introduced","Invasive",658
"5761","Cestrum nocturnum","Samoa","Introduced","Invasive",658
"5855","Cestrum nocturnum","Tonga","Introduced","Invasive",658
"5949","Cestrum nocturnum","Wallis and Futuna Islands","Introduced","Invasive",658
"9187","Sanchezia parvibracteata","Hawaii","Introduced","Invasive",657
"11161","Sanchezia parvibracteata","Costa Rica","Introduced","Invasive",657
"25103","Sanchezia parvibracteata","Australia","Introduced","Invasive",657
"2698","Sanchezia parvibracteata","Queensland","Introduced","Invasive",657
"2780","Sanchezia parvibracteata","Cook Islands","Introduced","Invasive",657
"2985","Sanchezia parvibracteata","New Caledonia","Introduced","Invasive",657
"4666","Silene gallica","Hawaii","Introduced","Invasive",656
"10428","Silene gallica","Australia","Introduced","Invasive",656
"10524","Silene gallica","Lord Howe Is.","Introduced","Invasive",656
"10627","Silene gallica","New South Wales","Introduced","Invasive",656
"10722","Silene gallica","Queensland","Introduced","Invasive",656
"10825","Silene gallica","South Australia","Introduced","Invasive",656
"10925","Silene gallica","Tasmania","Introduced","Invasive",656
"11025","Silene gallica","Victoria","Introduced","Invasive",656
"11159","Silene gallica","Western Australia","Introduced","Invasive",656
"11225","Silene gallica","French Polynesia","Introduced","Invasive",656
"11322","Silene gallica","New Caledonia","Introduced","Invasive",656
"11421","Silene gallica","New Zealand","Introduced","Invasive",656
"11517","Silene gallica","Kermadec Islands","Introduced","Invasive",656
"4468","Paspalidium geminatum","Mauritius","","Invasive",654
"5358","Paspalidium geminatum","Saint Helena","Introduced","Invasive",654
"4373","Erodium botrys","Australia","Introduced","Invasive",653
"4467","Erodium botrys","Australian Northern Territory","Introduced","Invasive",653
"4553","Erodium botrys","New South Wales","Introduced","Invasive",653
"4665","Erodium botrys","South Australia","Introduced","Invasive",653
"4757","Erodium botrys","Tasmania","Introduced","Invasive",653
"4852","Erodium botrys","Victoria","Introduced","Invasive",653
"4963","Erodium botrys","Western Australia","Introduced","Invasive",653
"2405","Tibouchina herbacea","Hawaii","Introduced","Invasive",652
"8729","Dipsacus fullonum","New South Wales","Introduced","Invasive",651
"8828","Dipsacus fullonum","Tasmania","Introduced","Invasive",651
"8935","Dipsacus fullonum","Victoria","Introduced","Invasive",651
"9030","Dipsacus fullonum","New Zealand","Introduced","Invasive",651
"21116","Pinus contorta","Wyoming","","Invasive",650
"22120","Pinus contorta","Argentina","Introduced","Invasive",650
"23103","Pinus contorta","Chile","Introduced","Invasive",650
"3275","Pinus contorta","Ireland","Introduced","Invasive",650
"4083","Pinus contorta","Sweden","Introduced","Invasive",650
"4372","Pinus contorta","Australia","Introduced","Invasive",650
"4466","Pinus contorta","New Zealand","Introduced","Invasive",650
"3579","Lactuca floridana","Puerto Rico","Introduced","Invasive",649
"3202","Cosmos caudatus","Maharashtra","Introduced","Invasive",647
