ID	Family	taxa	Trait	Data	DataType	Method	Source	Region2	Redundancy
C02982	Poaceae	Festuca paniculata	DispMode	anemochory	categorical	compilation	Valbuena2001	W	NA
C05459	Poaceae	Festuca paniculata	DispMode	anemochory	categorical	compilation	Trabaud1992	U	NA
R00177	Poaceae	Festuca paniculata	RespFire	yes	categorical	experience	Trabaud1992	W	NA
C02581	Poaceae	Festuca paniculata	RespFire	yes	categorical	compilation	Valbuena2001	W	NA
C02585	Poaceae	Festuca paniculata	SeedlEmerg	no	categorical	compilation	Valbuena2001	W	NA
R02945	Poaceae	Festuca paniculata	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
C02946	Poaceae	Festuca rubra	DispMode	anemochory	categorical	compilation	Valbuena2001	W	NA
C02487	Poaceae	Festuca rubra	RespFire	yes	categorical	compilation	Valbuena2001	W	NA
C08012	Poaceae	Festuca rubra	RootDepth	0.48	quantitative	measure	GuerreroCampo2006	W	NA
C02537	Poaceae	Festuca rubra	SeedlEmerg	yes	categorical	compilation	Valbuena2001	W	NA
E05607	Poaceae	Gastridium phleoides	RespFire	no	categorical	experience	Marmaris	M	NA
C07324	Poaceae	Gastridium ventricosum	RespFire	no	categorical	experience	Alberdi2002	W	NA
C07414	Poaceae	Gastridium ventricosum	SeedlEmerg	yes	categorical	experience	Alberdi2002	W	NA
E00939	Poaceae	Helictotrichon filifolium	FruitType	dry	categorical	experience	Murcia	W	NA
E00940	Poaceae	Helictotrichon filifolium	Height	0.4	quantitative	measure	Murcia	W	NA
E00942	Poaceae	Helictotrichon filifolium	LeafShape	linear	categorical	experience	Murcia	W	NA
E00944	Poaceae	Helictotrichon filifolium	Propagule	fruit	categorical	experience	Murcia	W	NA
R00367	Poaceae	Helictotrichon filifolium	RespFire	yes	categorical	measure	Buhk2005a	W	NA
E00946	Poaceae	Helictotrichon filifolium	SeedlEmerg	no	semi-quantitative	measure	Murcia	W	750
R03135	Poaceae	Helictotrichon filifolium	SeedlEmerg	no	categorical	measure	Buhk2005a	W	750
S00547	Poaceae	Holcus lanatus	HeatStimGerm	unaffected/LMH	semi-quantitative conditional	measure	Rivas2006b	W	NA
S00335	Poaceae	Holcus lanatus	OtherCues	unaffected/cha	semi-quantitative conditional	measure	PerezFdez2003	W	NA
S00413	Poaceae	Holcus lanatus	OtherCues	unaffected/NC1	semi-quantitative conditional	measure	PerezFdez2003	W	NA
S00403	Poaceae	Holcus lanatus	OtherCues	unaffected/NC2	semi-quantitative conditional	measure	PerezFdez2003	W	NA
S00433	Poaceae	Holcus lanatus	OtherCues	unaffected/NC5	semi-quantitative conditional	measure	PerezFdez2003	W	NA
S00552	Poaceae	Holcus lanatus	OtherCues	unaffected/smk	semi-quantitative conditional	measure	Rivas2006b	W	NA
S00423	Poaceae	Holcus lanatus	OtherCues	unaffected/NC3	semi-quantitative conditional	measure	PerezFdez2003	W	NA
S00336	Poaceae	Holcus lanatus	OtherCues	unaffected/smk	semi-quantitative conditional	measure	PerezFdez2003	W	NA
C07654	Poaceae	Holcus lanatus	RespFire	no	categorical	experience	Rivas2006b	W	NA
R00873	Poaceae	Holcus lanatus	RespFire	yes	categorical	experience	Trabaud1997	W	NA
R01190	Poaceae	Holcus lanatus	RespFire	no	categorical	experience	PerezFdez2003	W	NA
C02268	Poaceae	Holcus lanatus	SeedBank	soil	categorical	compilation	Cerabolini2003	C	NA
C01773	Poaceae	Holcus lanatus	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Trabaud1997	W	NA
C02313	Poaceae	Holcus lanatus	SeedBankLong	short-persistent/unk	semi-quantitative conditional	compilation	Cerabolini2003	C	NA
C07659	Poaceae	Holcus lanatus	SeedlEmerg	yes	categorical	experience	Rivas2006b	W	NA
R03821	Poaceae	Holcus lanatus	SeedlEmerg	yes	categorical	experience	PerezFdez2003	W	NA
R03578	Poaceae	Holcus lanatus	SeedlEmerg	yes	categorical	experience	Trabaud1997	W	NA
C02223	Poaceae	Holcus lanatus	SeedMass	0.29	quantitative	measure	Cerabolini2003	C	NA
R00495	Poaceae	Hordeum bulbosum	RespFire	yes	categorical	compilation	Naveh1975	U	NA
E05609	Poaceae	Hordeum bulbosum	RespFire	yes	categorical	experience	Turkmen2005	M	NA
R03226	Poaceae	Hordeum bulbosum	SeedlEmerg	yes	categorical	compilation	Naveh1975	M	NA
C05414	Poaceae	Hordeum murinum	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C05267	Poaceae	Hordeum murinum	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
R00804	Poaceae	Hordeum murinum	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
R03509	Poaceae	Hordeum murinum	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
R01252	Poaceae	Hyparrhenia hirta	RespFire	yes	categorical	compilation	Lloret2003	W	NA
C05026	Poaceae	Hyparrhenia hirta	RespFire	yes	categorical	experience	Valencia	W	NA
E05611	Poaceae	Hyparrhenia hirta	RespFire	yes	categorical	experience	Turkmen2005	M	NA
R00497	Poaceae	Hyparrhenia hirta	RespFire	yes	categorical	compilation	Naveh1975	U	NA
R03883	Poaceae	Hyparrhenia hirta	SeedlEmerg	yes	categorical	compilation	Lloret2003	W	NA
R03228	Poaceae	Hyparrhenia hirta	SeedlEmerg	yes	categorical	compilation	Naveh1975	M	NA
C06588	Poaceae	Koeleria vallesiana	MatResp	early	semi-quantitative	measure	Trabaud2002	W	NA
C06479	Poaceae	Koeleria vallesiana	RespFire	yes	categorical	measure	Trabaud2002	W	NA
C08038	Poaceae	Koeleria vallesiana	RootDepth	0.51	quantitative	measure	GuerreroCampo2006	W	NA
C06535	Poaceae	Koeleria vallesiana	SeedlEmerg	no	categorical	measure	Trabaud2002	W	NA
C05420	Poaceae	Lagurus ovatus	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C05277	Poaceae	Lagurus ovatus	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
R00760	Poaceae	Lagurus ovatus	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
C04669	Poaceae	Lagurus ovatus	RespFire	no	categorical	measure	Thanos1996	E	NA
C04670	Poaceae	Lagurus ovatus	SeedlEmerg	yes	categorical	measure	Thanos1996	E	NA
R03465	Poaceae	Lagurus ovatus	SeedlEmerg	yes	categorical	compilation	Kazanis2004a	E	NA
E00948	Poaceae	Lamarckia aurea	FruitType	dry	categorical	experience	Murcia	W	NA
E00949	Poaceae	Lamarckia aurea	Height	0.1	quantitative	measure	Murcia	W	NA
E00951	Poaceae	Lamarckia aurea	LeafShape	linear	categorical	experience	Murcia	W	NA
E00953	Poaceae	Lamarckia aurea	Propagule	fruit	categorical	experience	Murcia	W	NA
R00368	Poaceae	Lamarckia aurea	RespFire	no	categorical	measure	Buhk2005a	W	NA
R03136	Poaceae	Lamarckia aurea	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	755
E00955	Poaceae	Lamarckia aurea	SeedlEmerg	high	semi-quantitative	measure	Murcia	W	755
C02984	Poaceae	Lolium perenne	DispMode	anemochory	categorical	compilation	Valbuena2001	W	NA
C02583	Poaceae	Lolium perenne	RespFire	no	categorical	compilation	Valbuena2001	W	NA
C01855	Poaceae	Lolium perenne	SeedBankLong	transient/veg	semi-quantitative conditional	measure	DiazVilla2003	W	NA
C02587	Poaceae	Lolium perenne	SeedlEmerg	yes	categorical	compilation	Valbuena2001	W	NA
C05565	Poaceae	Lophochloa cristata	DispMode	anemochory	categorical	compilation	Trabaud1992	U	NA
C05334	Poaceae	Lophochloa cristata	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05435	Poaceae	Lophochloa cristata	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
R00807	Poaceae	Lophochloa cristata	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
R00283	Poaceae	Lophochloa cristata	RespFire	no	categorical	experience	Trabaud1992	W	NA
R03051	Poaceae	Lophochloa cristata	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
R03512	Poaceae	Lophochloa cristata	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C05299	Poaceae	Melica ciliata	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05422	Poaceae	Melica ciliata	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C06594	Poaceae	Melica ciliata	MatResp	early	semi-quantitative	measure	Trabaud2002	W	NA
C06490	Poaceae	Melica ciliata	RespFire	yes	categorical	measure	Trabaud2002	W	NA
R00648	Poaceae	Melica ciliata	RespFire	yes	categorical	compilation	Kazanis2004a	E	NA
C02143	Poaceae	Melica ciliata	SeedBankLong	transient/unk	semi-quantitative conditional	compilation	Cerabolini2003	C	NA
R03353	Poaceae	Melica ciliata	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C06546	Poaceae	Melica ciliata	SeedlEmerg	no	categorical	measure	Trabaud2002	W	NA
C01993	Poaceae	Melica ciliata	SeedMass	1.06	quantitative	measure	Cerabolini2003	C	NA
E00957	Poaceae	Melica minuta	FruitType	dry	categorical	experience	Murcia	W	NA
E00958	Poaceae	Melica minuta	Height	0.3	quantitative	measure	Murcia	W	NA
E00960	Poaceae	Melica minuta	LeafShape	linear	categorical	experience	Murcia	W	NA
E00962	Poaceae	Melica minuta	Propagule	fruit	categorical	experience	Murcia	W	NA
E05613	Poaceae	Melica minuta	RespFire	no	categorical	experience	Turkmen2005	M	NA
R00369	Poaceae	Melica minuta	RespFire	no	categorical	measure	Buhk2005a	W	NA
C02652	Poaceae	Melica minuta	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
E00964	Poaceae	Melica minuta	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	761
R03137	Poaceae	Melica minuta	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	761
C07390	Poaceae	Melica uniflora	RespFire	yes	categorical	experience	Alberdi2002	W	NA
C07480	Poaceae	Melica uniflora	SeedlEmerg	no	categorical	experience	Alberdi2002	W	NA
C03014	Poaceae	Micropyrum tenellum	DispMode	anemochory	categorical	compilation	Valbuena2001	W	NA
C02805	Poaceae	Micropyrum tenellum	RespFire	no	categorical	compilation	Valbuena2001	W	NA
C02835	Poaceae	Micropyrum tenellum	SeedlEmerg	yes	categorical	compilation	Valbuena2001	W	NA
C05310	Poaceae	Parapholis incurva	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05425	Poaceae	Parapholis incurva	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
R00805	Poaceae	Parapholis incurva	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
R03510	Poaceae	Parapholis incurva	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
R00492	Poaceae	Phalaris aquatica	RespFire	yes	categorical	compilation	Naveh1975	U	NA
R03223	Poaceae	Phalaris aquatica	SeedlEmerg	yes	categorical	compilation	Naveh1975	U	NA
C05317	Poaceae	Piptatherum coerulescens	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05428	Poaceae	Piptatherum coerulescens	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
R00649	Poaceae	Piptatherum coerulescens	RespFire	yes	categorical	compilation	Kazanis2004a	E	NA
E05614	Poaceae	Piptatherum coerulescens	RespFire	yes	categorical	experience	Marmaris	M	NA
R00486	Poaceae	Piptatherum coerulescens	RespFire	yes	categorical	compilation	Naveh1975	U	NA
R03217	Poaceae	Piptatherum coerulescens	SeedlEmerg	yes	categorical	compilation	Naveh1975	M	NA
R03354	Poaceae	Piptatherum coerulescens	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
E03118	Poaceae	Piptatherum miliaceum	BudSource	rhizomes or roots	categorical	experience	Attica	E	NA
C05429	Poaceae	Piptatherum miliaceum	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
E03121	Poaceae	Piptatherum miliaceum	DispMode	epizoochory	categorical	experience	Attica	E	NA
E03120	Poaceae	Piptatherum miliaceum	DispMode	anemochory	categorical	compilation	Kazanis2005	E	148
C05318	Poaceae	Piptatherum miliaceum	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	148
E00966	Poaceae	Piptatherum miliaceum	FruitType	dry	categorical	experience	Murcia	W	NA
C01346	Poaceae	Piptatherum miliaceum	FruitType	dry	categorical	experience	Valencia	W	NA
E03122	Poaceae	Piptatherum miliaceum	FruitType	dry	categorical	general reference	Tutin1964	U	NA
E00967	Poaceae	Piptatherum miliaceum	Height	0.4	quantitative	measure	Murcia	W	NA
E03123	Poaceae	Piptatherum miliaceum	Height	1.5	quantitative	general reference	Tutin1964	U	NA
C00255	Poaceae	Piptatherum miliaceum	Height	1.3	quantitative	general reference	Mateo1990	W	NA
C00566	Poaceae	Piptatherum miliaceum	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
C00806	Poaceae	Piptatherum miliaceum	LeafShape	linear	categorical	experience	Valencia	W	NA
E00969	Poaceae	Piptatherum miliaceum	LeafShape	linear	categorical	experience	Murcia	W	NA
C00901	Poaceae	Piptatherum miliaceum	LeafSize	medium	semi-quantitative	experience	Valencia	W	NA
E03125	Poaceae	Piptatherum miliaceum	LeafSize	large	semi-quantitative	experience	Attica	E	NA
E03128	Poaceae	Piptatherum miliaceum	Propagule	fruit	categorical	experience	Attica	E	NA
C01437	Poaceae	Piptatherum miliaceum	Propagule	fruit	categorical	experience	Valencia	W	NA
E00971	Poaceae	Piptatherum miliaceum	Propagule	fruit	categorical	experience	Murcia	W	NA
P00147	Poaceae	Piptatherum miliaceum	RespDist	yes	categorical	compilation	Buhk2007	U	NA
R00485	Poaceae	Piptatherum miliaceum	RespFire	yes	categorical	compilation	Naveh1975	U	NA
R00370	Poaceae	Piptatherum miliaceum	RespFire	no	categorical	measure	Buhk2005a	W	NA
E05616	Poaceae	Piptatherum miliaceum	RespFire	yes	categorical	experience	Turkmen2005	M	NA
E03129	Poaceae	Piptatherum miliaceum	RespFire	high	semi-quantitative	compilation	Kazanis2005	E	173
R00650	Poaceae	Piptatherum miliaceum	RespFire	yes	categorical	compilation	Kazanis2004a	E	173
E03130	Poaceae	Piptatherum miliaceum	SeedBankLong	transient/unk	semi-quantitative conditional	experience	Attica	E	NA
R03138	Poaceae	Piptatherum miliaceum	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	771
R03216	Poaceae	Piptatherum miliaceum	SeedlEmerg	yes	categorical	compilation	Naveh1975	M	NA
E03131	Poaceae	Piptatherum miliaceum	SeedlEmerg	no	semi-quantitative	compilation	Kazanis2005	E	346
E00973	Poaceae	Piptatherum miliaceum	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	771
R03355	Poaceae	Piptatherum miliaceum	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	346
C07360	Poaceae	Poa angustifolia	RespFire	yes	categorical	experience	Alberdi2002	W	NA
C07450	Poaceae	Poa angustifolia	SeedlEmerg	no	categorical	experience	Alberdi2002	W	NA
C05322	Poaceae	Poa annua	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05431	Poaceae	Poa annua	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C07904	Poaceae	Poa annua	Height	0.036	quantitative	measure	FdezAles1993	W	NA
R00806	Poaceae	Poa annua	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
R03511	Poaceae	Poa annua	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C07862	Poaceae	Poa annua	SeedMass	0.22	quantitative	measure	FdezAles1993	W	NA
C08403	Poaceae	Poa annua	SeedMass	0.15	quantitative	measure	Azcarate2002	W	NA
C05432	Poaceae	Poa bulbosa	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
C05323	Poaceae	Poa bulbosa	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
R00496	Poaceae	Poa bulbosa	RespFire	yes	categorical	compilation	Naveh1975	U	NA
C06860	Poaceae	Poa bulbosa	RespFire	yes	categorical	compilation	Arianoutsou2000	M	NA
R00651	Poaceae	Poa bulbosa	RespFire	yes	categorical	compilation	Kazanis2004a	E	451
C06698	Poaceae	Poa bulbosa	RespFire	yes	categorical	compilation	Arianoutsou2000	E	451
C06970	Poaceae	Poa bulbosa	SeedlEmerg	no	categorical	compilation	Arianoutsou2000	M	NA
C06776	Poaceae	Poa bulbosa	SeedlEmerg	no	categorical	compilation	Arianoutsou2000	E	494
R03356	Poaceae	Poa bulbosa	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	494
R03227	Poaceae	Poa bulbosa	SeedlEmerg	yes	categorical	compilation	Naveh1975	U	NA
C08435	Poaceae	Poa bulbosa	SeedMass	0.08	quantitative	measure	Azcarate2002	W	NA
C03015	Poaceae	Polypogon viridis	DispMode	anemochory	categorical	compilation	Valbuena2001	W	NA
C02806	Poaceae	Polypogon viridis	RespFire	yes	categorical	compilation	Valbuena2001	W	NA
C02836	Poaceae	Polypogon viridis	SeedlEmerg	no	categorical	compilation	Valbuena2001	W	NA
S00071	Poaceae	Pseudarrhenatherum longifolium	HeatStimGerm	unaffected/LM_	semi-quantitative conditional	measure	GlezRabanal1994	W	NA
S00546	Poaceae	Pseudarrhenatherum longifolium	HeatStimGerm	unaffected/LMH	semi-quantitative conditional	measure	Rivas2006b	W	NA
S00354	Poaceae	Pseudarrhenatherum longifolium	OtherCues	unaffected/ash	semi-quantitative conditional	measure	GlezRabanal1994	W	NA
S00551	Poaceae	Pseudarrhenatherum longifolium	OtherCues	unaffected/smk	semi-quantitative conditional	measure	Rivas2006b	W	NA
C07653	Poaceae	Pseudarrhenatherum longifolium	RespFire	yes	categorical	compilation	Rivas2006b	W	NA
R00104	Poaceae	Pseudarrhenatherum longifolium	RespFire	yes	categorical	measure	Iglesia1998	W	NA
C04448	Poaceae	Pseudarrhenatherum longifolium	RespFire	yes	categorical	experience	GlezRabanal1994	W	NA
C07658	Poaceae	Pseudarrhenatherum longifolium	SeedlEmerg	yes	categorical	compilation	Rivas2006b	W	NA
C04451	Poaceae	Pseudarrhenatherum longifolium	SeedlEmerg	yes	categorical	experience	GlezRabanal1994	W	NA
R02907	Poaceae	Pseudarrhenatherum longifolium	SeedlEmerg	no	categorical	measure	Iglesia1998	W	NA
R00487	Poaceae	Stipa bromoides	RespFire	yes	categorical	compilation	Naveh1975	U	NA
E05618	Poaceae	Stipa bromoides	RespFire	no	categorical	experience	Turkmen2005	M	NA
R03218	Poaceae	Stipa bromoides	SeedlEmerg	yes	categorical	compilation	Naveh1975	M	NA
C07910	Poaceae	Stipa capensis	Height	0.099	quantitative	measure	FdezAles1993	W	NA
R00500	Poaceae	Stipa capensis	RespFire	no	categorical	compilation	Naveh1975	U	NA
R03231	Poaceae	Stipa capensis	SeedlEmerg	yes	categorical	compilation	Naveh1975	U	NA
C07868	Poaceae	Stipa capensis	SeedMass	0.85	quantitative	measure	FdezAles1993	W	NA
C01517	Poaceae	Stipa parviflora	DispMode	anemochory	categorical	experience	Valencia	W	NA
C01377	Poaceae	Stipa parviflora	FruitType	dry	categorical	experience	Valencia	W	NA
C00289	Poaceae	Stipa parviflora	Height	0.8	quantitative	general reference	Mateo1990	W	NA
C00837	Poaceae	Stipa parviflora	LeafShape	linear	categorical	experience	Valencia	W	NA
C00932	Poaceae	Stipa parviflora	LeafSize	medium	semi-quantitative	experience	Valencia	W	NA
C01468	Poaceae	Stipa parviflora	Propagule	fruit	categorical	experience	Valencia	W	NA
R00833	Poaceae	Stipa parviflora	RespFire	yes	categorical	measure	Santos2003	W	NA
R01039	Poaceae	Stipa parviflora	RespFire	yes	categorical	measure	Abad1996	W	NA
C08077	Poaceae	Stipa parviflora	RootDepth	0.85	quantitative	measure	GuerreroCampo2006	W	NA
C02676	Poaceae	Stipa parviflora	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
R03538	Poaceae	Stipa parviflora	SeedlEmerg	no	categorical	measure	Santos2003	W	NA
R03739	Poaceae	Stipa parviflora	SeedlEmerg	no	categorical	measure	Abad1996	W	NA
C01223	Poaceae	Stipa parviflora	SeedMass	light	semi-quantitative	experience	Valencia	W	NA
C01495	Poaceae	Stipa tenacissima	DispMode	anemochory	categorical	general reference	GciaFayos2001	W	NA
C01336	Poaceae	Stipa tenacissima	FruitType	dry	categorical	experience	Valencia	W	NA
E00975	Poaceae	Stipa tenacissima	FruitType	dry	categorical	experience	Murcia	W	NA
S00068	Poaceae	Stipa tenacissima	HeatStimGerm	low/L__	semi-quantitative conditional	measure	Gasque2003	W	NA
S00024	Poaceae	Stipa tenacissima	HeatStimGerm	unaffected/L__	semi-quantitative conditional	measure	Buhk2006a	W	NA
C00245	Poaceae	Stipa tenacissima	Height	1.8	quantitative	general reference	Mateo1990	W	NA
E00977	Poaceae	Stipa tenacissima	Height	0.7	quantitative	measure	Murcia	W	NA
E00979	Poaceae	Stipa tenacissima	LeafShape	linear	categorical	experience	Murcia	W	NA
C00796	Poaceae	Stipa tenacissima	LeafShape	linear	categorical	experience	Valencia	W	NA
C00891	Poaceae	Stipa tenacissima	LeafSize	very large	semi-quantitative	experience	Valencia	W	NA
C01429	Poaceae	Stipa tenacissima	Propagule	fruit	categorical	experience	Valencia	W	NA
E00981	Poaceae	Stipa tenacissima	Propagule	fruit	categorical	experience	Murcia	W	NA
P00174	Poaceae	Stipa tenacissima	RespDist	yes	categorical	compilation	Buhk2007	U	NA
C03336	Poaceae	Stipa tenacissima	RespFire	yes	categorical	measure	Moravec1990	S	NA
P00191	Poaceae	Stipa tenacissima	RespFire	yes	categorical	experience	PausasUnp	W	NA
C05016	Poaceae	Stipa tenacissima	RespFire	yes	categorical	experience	Valencia	W	NA
R00514	Poaceae	Stipa tenacissima	RespFire	yes	categorical	measure	Caturla2000	W	NA
R00371	Poaceae	Stipa tenacissima	RespFire	yes	categorical	measure	Buhk2005a	W	82
R01410	Poaceae	Stipa tenacissima	RespFire	yes	categorical	general reference	GciaFayos2001	W	NA
R00399	Poaceae	Stipa tenacissima	RespFire	yes	categorical	measure	Buhk2006a	W	82
C04234	Poaceae	Stipa tenacissima	SeedBankLong	transient/dor	semi-quantitative conditional	measure	Buhk2006a	W	NA
C00973	Poaceae	Stipa tenacissima	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Gasque2003	W	NA
E00984	Poaceae	Stipa tenacissima	SeedBankLong	transient/bur	semi-quantitative conditional	measure	Buhk2008	W	NA
R03139	Poaceae	Stipa tenacissima	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	787
E00986	Poaceae	Stipa tenacissima	SeedlEmerg	low	semi-quantitative	measure	Murcia	W	787
C01189	Poaceae	Stipa tenacissima	SeedMass	3.99	quantitative	measure	BLlavors2001	W	NA
E05620	Poaceae	Themeda triandra	RespFire	yes	categorical	experience	Turkmen2005	M	NA
C05379	Poaceae	Vulpia ciliata	DispMode	anemochory	categorical	compilation	Kazanis2004a	E	NA
C05448	Poaceae	Vulpia ciliata	DispMode	zoochory	categorical	compilation	Kazanis2004a	E	NA
R00809	Poaceae	Vulpia ciliata	RespFire	no	categorical	compilation	Kazanis2004a	E	NA
C08362	Poaceae	Vulpia ciliata	SeedBank	soil	categorical	measure	Peco2003	W	NA
C08318	Poaceae	Vulpia ciliata	SeedBankLong	persistent/veg	semi-quantitative conditional	measure	Peco2003	W	NA
R03514	Poaceae	Vulpia ciliata	SeedlEmerg	no	categorical	compilation	Kazanis2004a	E	NA
C08426	Poaceae	Vulpia ciliata	SeedMass	0.12	quantitative	measure	Azcarate2002	W	NA
C05546	Poaceae	Vulpia myuros	DispMode	anemochory	categorical	compilation	Trabaud1992	U	NA
C07919	Poaceae	Vulpia myuros	Height	0.09	quantitative	measure	FdezAles1993	W	NA
R00264	Poaceae	Vulpia myuros	RespFire	no	categorical	experience	Trabaud1992	W	NA
C07365	Poaceae	Vulpia myuros	RespFire	no	categorical	experience	Alberdi2002	W	NA
C08364	Poaceae	Vulpia myuros	SeedBank	soil	categorical	measure	Peco2003	W	NA
C08320	Poaceae	Vulpia myuros	SeedBankLong	persistent/veg	semi-quantitative conditional	measure	Peco2003	W	NA
R03032	Poaceae	Vulpia myuros	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
C07455	Poaceae	Vulpia myuros	SeedlEmerg	yes	categorical	experience	Alberdi2002	W	NA
C07877	Poaceae	Vulpia myuros	SeedMass	0.34	quantitative	measure	FdezAles1993	W	NA
C08428	Poaceae	Vulpia myuros	SeedMass	0.15	quantitative	measure	Azcarate2002	W	NA
C05525	Poaceae	Vulpia unilateralis	DispMode	anemochory	categorical	compilation	Trabaud1992	U	NA
R00243	Poaceae	Vulpia unilateralis	RespFire	no	categorical	experience	Trabaud1992	W	NA
C08084	Poaceae	Vulpia unilateralis	RootDepth	0.15	quantitative	measure	GuerreroCampo2006	W	NA
R03011	Poaceae	Vulpia unilateralis	SeedlEmerg	yes	categorical	experience	Trabaud1992	W	NA
E02134	Polygalaceae	Polygala calcarea	RespFire	yes	categorical	experience	SBarcelona	W	NA
E02135	Polygalaceae	Polygala calcarea	SeedlEmerg	yes	categorical	experience	SBarcelona	W	NA
C04516	Polygalaceae	Polygala microphylla	RespFire	yes	categorical	compilation	Andres2002	W	NA
E00988	Polygalaceae	Polygala rupestris	FruitType	dry	categorical	experience	Murcia	W	NA
C03325	Polygalaceae	Polygala rupestris	FruitType	dry	categorical	experience	Lloret1998	W	NA
E00989	Polygalaceae	Polygala rupestris	Height	0.1	quantitative	measure	Murcia	W	NA
C00242	Polygalaceae	Polygala rupestris	Height	0.4	quantitative	general reference	Mateo1990	W	NA
C00557	Polygalaceae	Polygala rupestris	LeafPhenology	evergreen	categorical	experience	Valencia	W	NA
E00991	Polygalaceae	Polygala rupestris	LeafShape	broad	categorical	experience	Murcia	W	NA
C00793	Polygalaceae	Polygala rupestris	LeafShape	broad	categorical	experience	Valencia	W	NA
C00888	Polygalaceae	Polygala rupestris	LeafSize	very small	semi-quantitative	experience	Valencia	W	NA
E00993	Polygalaceae	Polygala rupestris	Propagule	fruit	categorical	experience	Murcia	W	NA
R00549	Polygalaceae	Polygala rupestris	RespFire	no	categorical	experience	Caturla2000	W	NA
C03311	Polygalaceae	Polygala rupestris	RespFire	yes	categorical	measure	Lloret1998	W	605
R00372	Polygalaceae	Polygala rupestris	RespFire	no	categorical	measure	Buhk2005a	W	NA
R01269	Polygalaceae	Polygala rupestris	RespFire	yes	categorical	compilation	Lloret2003	W	605
R00047	Polygalaceae	Polygala rupestris	RespFire	no	categorical	measure	Papio1988	W	6
R01002	Polygalaceae	Polygala rupestris	RespFire	no	categorical	compilation	Cuco1987	W	6
C08061	Polygalaceae	Polygala rupestris	RootDepth	0.37	quantitative	measure	GuerreroCampo2006	W	NA
C02661	Polygalaceae	Polygala rupestris	SeedBankLong	transient/veg	semi-quantitative conditional	measure	Buhk2005b	W	NA
R03900	Polygalaceae	Polygala rupestris	SeedlEmerg	yes	categorical	compilation	Lloret2003	W	71
E00995	Polygalaceae	Polygala rupestris	SeedlEmerg	high	semi-quantitative	measure	Murcia	W	773
R02854	Polygalaceae	Polygala rupestris	SeedlEmerg	yes	categorical	measure	Papio1988	W	71
R03698	Polygalaceae	Polygala rupestris	SeedlEmerg	yes	categorical	compilation	Cuco1987	W	71
R03255	Polygalaceae	Polygala rupestris	SeedlEmerg	no	categorical	measure	Caturla2000	W	NA
C05091	Polygalaceae	Polygala rupestris	SeedlEmerg	yes	categorical	measure	Casals2005	W	NA
R03140	Polygalaceae	Polygala rupestris	SeedlEmerg	yes	categorical	measure	Buhk2005a	W	773
C06482	Polygalaceae	Polygala vulgaris	RespFire	yes	categorical	measure	Trabaud2002	W	NA
